Numero,Cliente,Saldo
35456,56531,37869
35457,5159,33520
35458,20100,89782
35459,97737,60472
35460,86751,84412
35461,36570,93425
35462,77880,5795
35463,43241,20453
35464,75269,9789
35465,80230,50058
35466,80658,75776
35467,82351,3189
35468,21065,83419
35469,100072,88462
35470,7616,92239
35471,99572,6146
35472,99863,23524
35473,19089,12240
35474,24739,65901
35475,18806,30057
35476,10394,23832
35477,51365,57740
35478,73511,22001
35479,29792,73410
35480,68629,40110
35481,66194,57743
35482,80735,34368
35483,44897,65593
35484,45643,63430
35485,59305,45047
35486,44827,22100
35487,32463,81085
35488,75698,22964
35489,77177,59119
35490,477,76849
35491,99023,85246
35492,81055,82920
35493,61066,86091
35494,63851,20648
35495,17014,50425
35496,45111,52767
35497,69379,60306
35498,41662,51829
35499,67995,99097
35500,82530,66844
35501,539,39560
35502,63841,65247
35503,67399,29399
35504,41955,53448
35505,33059,42128
35506,99907,13102
35507,67947,31868
35508,42966,56173
35509,47623,46093
35510,95260,95266
35511,93705,49997
35512,14921,86172
35513,41808,52636
35514,92404,38164
35515,16511,95968
35516,6539,40323
35517,40410,48609
35518,11542,97194
35519,74880,38564
35520,60680,99146
35521,14154,45735
35522,95510,57245
35523,83914,43652
35524,74087,17088
35525,96792,78242
35526,92643,27536
35527,63915,90536
35528,7590,73211
35529,46087,76435
35530,80591,50879
35531,7831,38824
35532,95526,18813
35533,86302,75039
35534,23504,692
35535,50407,35989
35536,57048,43283
35537,50802,30520
35538,75515,71215
35539,32420,26974
35540,38304,65724
35541,92204,44373
35542,33324,59000
35543,65284,89451
35544,74832,8843
35545,98388,13643
35546,85433,23891
35547,99042,88425
35548,63472,26934
35549,40565,71828
35550,50353,55566
35551,45676,80895
35552,62590,25125
35553,363,97664
35554,77077,24134
35555,94984,59787
35556,99578,12034
35557,91252,67382
35558,98731,92282
35559,68876,89389
35560,70471,24758
35561,69076,13127
35562,6920,10744
35563,100160,20221
35564,70123,17211
35565,96219,49805
35566,79077,97334
35567,73847,5094
35568,57297,10569
35569,39910,44304
35570,96729,3598
35571,62765,7934
35572,92056,87259
35573,81259,2282
35574,20159,37164
35575,86032,48592
35576,82069,24663
35577,7190,88909
35578,76664,12579
35579,7361,54773
35580,70497,15350
35581,41443,46033
35582,88029,24370
35583,101500,14878
35584,17388,48253
35585,49163,64013
35586,19648,62685
35587,28600,40632
35588,54129,22760
35589,101201,23919
35590,82878,12168
35591,26834,84023
35592,97113,62503
35593,77216,25005
35594,24089,44390
35595,20596,48952
35596,90665,64827
35597,78103,36231
35598,77783,52365
35599,22046,50490
35600,6297,54478
35601,47793,3996
35602,78128,20619
35603,74844,68893
35604,19757,81038
35605,19558,23090
35606,20398,41035
35607,17485,68939
35608,6787,93369
35609,98273,65804
35610,33041,65829
35611,4693,65938
35612,24561,56380
35613,29649,56950
35614,18949,89984
35615,74058,7757
35616,30578,67988
35617,77447,32272
35618,66002,41021
35619,91303,41009
35620,680,12362
35621,36850,51433
35622,93385,17908
35623,8365,83282
35624,91200,57526
35625,85897,10341
35626,41453,11695
35627,18557,60814
35628,19975,56720
35629,47292,11636
35630,52604,72234
35631,19357,26256
35632,27570,90126
35633,73125,98793
35634,65946,62452
35635,38094,23184
35636,16137,88390
35637,74898,27251
35638,14108,87829
35639,53230,20258
35640,35358,21601
35641,87860,94929
35642,22732,4093
35643,10194,37995
35644,80195,81095
35645,11421,81463
35646,72976,54892
35647,69715,86526
35648,50030,67930
35649,29540,39976
35650,4833,87435
35651,22979,24020
35652,74916,33208
35653,16871,27461
35654,95850,99201
35655,65983,70308
35656,67421,80232
35657,58764,78272
35658,47608,57685
35659,92997,99565
35660,83592,28211
35661,63091,41162
35662,57605,15429
35663,43101,62220
35664,75821,99852
35665,96389,2627
35666,40718,11316
35667,101261,81510
35668,39088,81079
35669,93535,32611
35670,30318,40225
35671,9717,7520
35672,16355,43452
35673,48197,95150
35674,11239,20158
35675,5333,10688
35676,78111,86412
35677,53732,97336
35678,27364,14960
35679,9907,15244
35680,46799,41290
35681,9413,73668
35682,99237,6145
35683,52958,39006
35684,33267,18122
35685,21349,54020
35686,58742,86461
35687,15307,49085
35688,60651,4644
35689,61578,25795
35690,43073,59671
35691,91423,54325
35692,81349,62413
35693,98431,47240
35694,21913,96688
35695,84457,79370
35696,66217,96494
35697,5495,25471
35698,84018,9330
35699,14681,43538
35700,2024,61085
35701,5148,40229
35702,3785,71971
35703,46922,82094
35704,55212,38132
35705,13748,77013
35706,14369,17586
35707,57891,79045
35708,89381,53631
35709,100541,74300
35710,72131,63685
35711,82051,79460
35712,73219,78615
35713,93474,29940
35714,2777,61421
35715,5485,35455
35716,2010,97236
35717,93760,5004
35718,51344,4584
35719,94833,80387
35720,89457,70116
35721,76187,15790
35722,56635,40323
35723,11475,17894
35724,32252,99065
35725,83194,44411
35726,69387,6567
35727,85788,50269
35728,20132,96267
35729,71151,19324
35730,19541,3968
35731,86917,2864
35732,48827,83054
35733,24875,87110
35734,18851,15999
35735,26017,20072
35736,47544,93583
35737,92220,66305
35738,4630,46720
35739,4268,85545
35740,50602,47802
35741,47038,9645
35742,89596,76185
35743,61565,76880
35744,100021,99638
35745,68921,51350
35746,87258,16091
35747,41625,40148
35748,23849,21670
35749,2643,18534
35750,95180,18905
35751,31851,9380
35752,42349,78055
35753,79003,47055
35754,66240,68298
35755,48559,2682
35756,51287,51761
35757,98806,61411
35758,34431,35143
35759,87179,40273
35760,77870,31349
35761,93116,539
35762,37805,42583
35763,62439,20350
35764,73632,73382
35765,61000,22860
35766,2554,41002
35767,16533,76410
35768,26066,96186
35769,15717,63691
35770,49876,26776
35771,21240,98388
35772,84969,97913
35773,14652,87241
35774,99137,56352
35775,82284,11916
35776,100304,32966
35777,36650,74923
35778,89213,9956
35779,23113,90641
35780,35439,16405
35781,22309,29534
35782,99992,43240
35783,35960,35090
35784,56045,65140
35785,6531,56978
35786,50780,84236
35787,53393,54372
35788,98366,69068
35789,16109,48605
35790,25254,19642
35791,44495,93143
35792,67109,19245
35793,17619,25548
35794,78407,63507
35795,71328,36625
35796,83674,50625
35797,40622,63648
35798,82264,31173
35799,12409,71477
35800,30276,88287
35801,44848,50178
35802,20899,28945
35803,77005,14394
35804,52802,18432
35805,80527,18251
35806,59639,7022
35807,32751,12182
35808,32660,5795
35809,100662,86684
35810,26350,76276
35811,48664,27419
35812,81187,98896
35813,46569,50151
35814,74064,49110
35815,20941,29140
35816,94869,91128
35817,93054,6274
35818,19533,58439
35819,30351,9944
35820,4048,20353
35821,25450,61324
35822,902,91799
35823,84963,7175
35824,69871,75304
35825,75469,92563
35826,25314,56066
35827,35582,83374
35828,20004,45379
35829,29656,43047
35830,11844,67095
35831,1059,73137
35832,72522,55847
35833,89970,89390
35834,2730,57299
35835,30396,79255
35836,37765,90562
35837,24398,4184
35838,75204,33766
35839,93917,37506
35840,9263,69801
35841,87632,44203
35842,59184,97559
35843,35015,40811
35844,52979,4395
35845,53558,9668
35846,82968,85745
35847,57429,70363
35848,31121,24301
35849,95255,2383
35850,84511,73203
35851,25214,37943
35852,54900,39736
35853,78772,20481
35854,88036,94043
35855,80639,23227
35856,22974,97413
35857,4910,84224
35858,5696,11730
35859,55745,24162
35860,100787,20460
35861,42069,99453
35862,28821,1992
35863,82520,73705
35864,45647,69644
35865,28811,16106
35866,31052,10303
35867,54743,47209
35868,55547,1707
35869,88800,4313
35870,64162,15919
35871,43370,63842
35872,87728,88639
35873,81719,69589
35874,65216,15161
35875,41918,67177
35876,59649,64115
35877,73647,60354
35878,27121,39074
35879,101257,90482
35880,84340,54624
35881,95631,51486
35882,78476,69956
35883,42188,87928
35884,96983,23493
35885,73034,91478
35886,75730,65551
35887,16633,49939
35888,25102,86887
35889,15383,10856
35890,60426,10308
35891,46631,46331
35892,10670,17570
35893,95362,51370
35894,62524,23418
35895,30118,2440
35896,49936,92755
35897,95899,5526
35898,65542,57916
35899,26699,22229
35900,13318,57089
35901,63174,19897
35902,46182,62135
35903,56300,2055
35904,18272,39906
35905,99429,99168
35906,576,83437
35907,22248,90312
35908,98363,57946
35909,24251,86189
35910,48798,53111
35911,20842,50738
35912,83207,33407
35913,22080,75276
35914,55624,14417
35915,66725,56097
35916,88083,29261
35917,40683,73631
35918,32976,46424
35919,43074,94438
35920,20524,63790
35921,38280,44445
35922,27221,71319
35923,43388,97658
35924,63611,65946
35925,80361,26662
35926,45310,46102
35927,39136,87290
35928,71669,32255
35929,84073,80870
35930,31010,21489
35931,93743,72652
35932,65585,13976
35933,76913,87505
35934,86304,9384
35935,7226,84930
35936,63518,29024
35937,98440,84010
35938,31795,25833
35939,17157,12177
35940,97497,67973
35941,97210,4609
35942,71759,12867
35943,15703,77398
35944,100145,36973
35945,9346,73714
35946,50603,66500
35947,20111,12199
35948,12408,12836
35949,78932,79202
35950,16724,82552
35951,45189,4979
35952,93323,29042
35953,43357,56056
35954,17136,47622
35955,53794,28538
35956,14549,2205
35957,27452,7466
35958,73425,67569
35959,37001,49834
35960,46011,49130
35961,92791,93928
35962,71637,23108
35963,85043,67085
35964,69549,31218
35965,79113,49722
35966,89902,82873
35967,71556,81869
35968,86802,62123
35969,59305,90215
35970,44253,73980
35971,56275,89043
35972,47421,82972
35973,3207,3216
35974,24502,82534
35975,21673,22062
35976,16015,2190
35977,22513,56530
35978,47646,33571
35979,67091,42257
35980,78694,84321
35981,56671,4520
35982,68883,52643
35983,59231,94536
35984,33651,39174
35985,12351,91767
35986,30875,85687
35987,2551,66939
35988,25818,84112
35989,77189,90005
35990,89002,37620
35991,54296,8954
35992,53844,33826
35993,41301,19766
35994,42056,40657
35995,46479,42971
35996,31703,50138
35997,19844,25683
35998,73829,41670
35999,32777,11093
36000,78208,63416
36001,15395,45569
36002,17681,86819
36003,86013,2677
36004,79793,90805
36005,34907,80260
36006,23547,73526
36007,81178,5565
36008,89624,379
36009,59459,67354
36010,1595,23383
36011,43285,16512
36012,19383,16480
36013,42797,8097
36014,59862,19888
36015,42354,42792
36016,25710,18500
36017,16108,88099
36018,96167,10740
36019,43745,38436
36020,72965,35688
36021,14358,3106
36022,36231,18516
36023,71211,10425
36024,427,6144
36025,10331,99131
36026,40776,49473
36027,85960,54656
36028,55705,68037
36029,59288,77402
36030,24098,32792
36031,40036,95700
36032,91853,42798
36033,76132,28943
36034,1876,52549
36035,69596,65891
36036,67688,3220
36037,67346,61545
36038,6888,69459
36039,69527,87639
36040,62437,54012
36041,24206,56082
36042,78490,3495
36043,77035,2962
36044,5752,85291
36045,13559,32679
36046,20251,70463
36047,47430,9024
36048,48964,51165
36049,88900,88701
36050,19286,10520
36051,41983,12316
36052,63420,13523
36053,65442,81604
36054,87331,51839
36055,12933,71794
36056,60959,46483
36057,48221,59299
36058,33420,88934
36059,89982,76416
36060,19692,43580
36061,100761,73178
36062,100577,72756
36063,47777,70844
36064,87720,24234
36065,97603,73842
36066,45334,1522
36067,85415,98981
36068,14833,17
36069,28271,22740
36070,59806,81953
36071,81030,98695
36072,97921,35883
36073,48808,9105
36074,12521,26396
36075,51636,36094
36076,2601,61257
36077,40407,40622
36078,54075,25223
36079,50379,63535
36080,5983,85139
36081,14741,61155
36082,38202,22726
36083,59135,65367
36084,28578,29450
36085,55806,68240
36086,79549,173
36087,48227,59941
36088,36775,87302
36089,4246,25041
36090,85008,75493
36091,58343,74063
36092,2410,51249
36093,59111,63101
36094,35000,74496
36095,39931,16737
36096,65784,57551
36097,35984,177
36098,31586,28533
36099,81647,87947
36100,57671,30085
36101,49740,34334
36102,35122,19941
36103,43727,6131
36104,99957,56489
36105,96283,77050
36106,61162,68058
36107,56406,64477
36108,34513,48521
36109,22688,11950
36110,25356,4358
36111,26868,52390
36112,68290,1684
36113,85657,92043
36114,85102,74462
36115,73771,58923
36116,1767,50676
36117,21314,63310
36118,19107,48172
36119,20721,41663
36120,58395,92983
36121,76711,11636
36122,90575,17040
36123,87879,16980
36124,82438,53617
36125,27711,5041
36126,49777,71563
36127,21987,89699
36128,18025,75576
36129,86121,44405
36130,32754,63250
36131,1154,74389
36132,82743,51063
36133,17863,27325
36134,39819,8498
36135,24157,82175
36136,1522,13940
36137,72154,99980
36138,92158,84148
36139,49290,86301
36140,20561,14538
36141,53919,33781
36142,78517,97502
36143,59678,26049
36144,31427,90179
36145,43731,36792
36146,79161,5617
36147,84426,75715
36148,38773,40288
36149,36740,52288
36150,54935,19280
36151,73909,84004
36152,75303,17513
36153,34709,84382
36154,19879,17690
36155,88412,54108
36156,10052,48047
36157,70368,23272
36158,13659,25790
36159,44326,76103
36160,3236,10490
36161,32489,21459
36162,14698,31684
36163,20022,38136
36164,8329,84267
36165,74247,86188
36166,29814,26357
36167,22706,46595
36168,8119,54688
36169,9010,44395
36170,26026,38693
36171,36297,15505
36172,96755,23877
36173,27797,65979
36174,37974,43326
36175,61051,62257
36176,79884,88861
36177,7019,8489
36178,48009,85409
36179,2564,96433
36180,60133,89539
36181,45482,11912
36182,72606,98485
36183,30266,9341
36184,13177,79044
36185,88586,33002
36186,96357,64482
36187,57145,40530
36188,32677,98100
36189,4386,76665
36190,91183,86065
36191,62018,32583
36192,15625,62609
36193,37124,34732
36194,16645,31764
36195,65720,35533
36196,44390,57154
36197,90759,75525
36198,63769,78417
36199,12165,6109
36200,73830,15456
36201,34165,13578
36202,27777,77020
36203,83483,71416
36204,36691,564
36205,34061,58898
36206,69827,85410
36207,51076,93875
36208,81841,45701
36209,45051,7032
36210,41431,55550
36211,86562,32753
36212,16976,88476
36213,73275,77404
36214,65538,81348
36215,100347,30715
36216,17239,43809
36217,48495,7650
36218,15033,4027
36219,33967,8100
36220,93476,38842
36221,22154,23118
36222,84883,60517
36223,78164,47135
36224,10406,72589
36225,85202,35343
36226,52320,36858
36227,9553,72709
36228,34854,31267
36229,75107,32877
36230,29057,72468
36231,57707,27124
36232,29639,22678
36233,59755,25104
36234,171,48852
36235,61959,83089
36236,43367,3102
36237,81126,53448
36238,36832,56248
36239,31768,71554
36240,58522,64918
36241,57417,32215
36242,89142,26239
36243,28155,44818
36244,93740,41432
36245,2441,23735
36246,44274,51968
36247,93484,54512
36248,93372,48531
36249,94130,9177
36250,64961,63532
36251,57663,17110
36252,37353,92513
36253,44474,369
36254,49567,95301
36255,89942,85026
36256,34611,7014
36257,65153,90140
36258,73458,50279
36259,90399,42173
36260,4965,98771
36261,13975,28355
36262,40331,82095
36263,24251,69516
36264,91788,8620
36265,9888,22863
36266,78296,784
36267,56301,48250
36268,97205,67399
36269,74470,7062
36270,47144,36201
36271,13371,44609
36272,89886,86419
36273,23682,80998
36274,42084,48931
36275,86065,44182
36276,101768,37861
36277,54828,61831
36278,73274,28927
36279,94492,82479
36280,91315,96422
36281,10821,70847
36282,41699,88243
36283,25818,62500
36284,91212,58630
36285,101155,13429
36286,15793,142
36287,12122,53580
36288,13915,9547
36289,26018,52478
36290,81883,69266
36291,22104,29463
36292,13922,56940
36293,31615,80479
36294,65946,34530
36295,89991,46171
36296,74626,40675
36297,3540,27417
36298,92724,43899
36299,39974,81337
36300,50935,96885
36301,37841,73434
36302,6383,57805
36303,42089,24870
36304,25545,6346
36305,49290,81147
36306,70961,2777
36307,48161,18282
36308,11169,87769
36309,12437,4662
36310,50848,4030
36311,27969,70411
36312,85016,89816
36313,27232,76321
36314,25922,76226
36315,53371,91441
36316,89995,19211
36317,73988,85738
36318,47248,12489
36319,90695,22331
36320,39996,52597
36321,22207,63613
36322,46551,16813
36323,76220,36767
36324,91926,42940
36325,63227,92679
36326,919,22211
36327,79232,57308
36328,59047,85414
36329,91862,2944
36330,95106,41049
36331,60347,98617
36332,16831,99481
36333,69645,29175
36334,34772,84981
36335,7851,36450
36336,50644,84599
36337,19635,17762
36338,28366,58718
36339,14647,7194
36340,39865,54516
36341,96148,1930
36342,44857,64921
36343,84468,45391
36344,9996,37122
36345,51857,33733
36346,32192,10216
36347,10317,91116
36348,65548,34917
36349,11221,21895
36350,82712,27342
36351,37838,66356
36352,45457,10333
36353,34553,56916
36354,48289,27213
36355,50047,68396
36356,74997,42073
36357,68299,70563
36358,7652,43785
36359,94433,66496
36360,25544,88799
36361,86506,64295
36362,57344,91538
36363,1391,52705
36364,55872,73841
36365,36610,36337
36366,41705,83209
36367,87847,49071
36368,50799,56
36369,99770,86309
36370,23685,94938
36371,37959,73109
36372,77811,92645
36373,98395,14744
36374,62643,11408
36375,86531,1182
36376,25525,15090
36377,74751,2411
36378,18430,28260
36379,93719,23616
36380,25313,60214
36381,85717,98947
36382,74036,5090
36383,55937,27387
36384,10758,76585
36385,95129,14938
36386,19632,20460
36387,88541,63227
36388,53156,24895
36389,82721,78578
36390,35870,2494
36391,100536,9076
36392,34627,54721
36393,16416,98688
36394,9940,46564
36395,61003,95767
36396,50757,65358
36397,18340,15288
36398,37788,12051
36399,30990,15851
36400,47264,6555
36401,7902,95344
36402,81930,91765
36403,23123,16994
36404,85849,48029
36405,79151,10257
36406,78628,88498
36407,72392,36905
36408,79383,27586
36409,99106,6568
36410,85792,69316
36411,24121,98815
36412,20328,73308
36413,81090,72559
36414,4468,20675
36415,73240,37464
36416,40345,86975
36417,68148,76027
36418,5703,47136
36419,34277,65367
36420,75442,33337
36421,61646,87854
36422,9400,58117
36423,9448,89187
36424,101137,58182
36425,82288,39188
36426,28314,44274
36427,76926,90172
36428,40775,98892
36429,23356,34460
36430,44376,60726
36431,58783,2212
36432,41827,93243
36433,11909,87096
36434,73928,29516
36435,88531,13090
36436,23398,20695
36437,46193,21394
36438,48618,17562
36439,23043,76981
36440,95270,69126
36441,94654,88252
36442,7379,58211
36443,61941,13397
36444,56884,92206
36445,16463,74998
36446,45427,55069
36447,72839,1739
36448,36230,19307
36449,45329,56944
36450,100282,26882
36451,67333,70175
36452,49073,91579
36453,667,40114
36454,53809,72815
36455,25781,91640
36456,95316,30508
36457,67717,52166
36458,8004,62073
36459,14317,80659
36460,26049,28571
36461,44566,33882
36462,67179,68592
36463,36651,33691
36464,89719,96619
36465,58350,44997
36466,56769,81799
36467,97251,27039
36468,10973,1926
36469,51601,22033
36470,32970,48025
36471,15451,51012
36472,24744,47326
36473,34630,30427
36474,98406,31775
36475,10546,84758
36476,2111,42505
36477,25855,96367
36478,43676,48435
36479,35289,56852
36480,63647,55695
36481,82598,10284
36482,50525,69627
36483,58030,80325
36484,43627,96405
36485,69116,31797
36486,19011,46122
36487,59331,94373
36488,4039,26014
36489,14850,55694
36490,101433,41941
36491,3072,16074
36492,19661,1753
36493,85173,7312
36494,86046,29100
36495,13037,82886
36496,10414,43299
36497,26230,49684
36498,81903,47129
36499,51443,97394
36500,69949,30497
36501,63532,14264
36502,94705,78513
36503,20208,1935
36504,50892,10525
36505,3901,17706
36506,404,15517
36507,68500,79694
36508,84501,74870
36509,319,29844
36510,37504,55288
36511,64121,2500
36512,24252,87618
36513,33130,74469
36514,83584,79415
36515,97966,26147
36516,3849,3651
36517,98096,44988
36518,78914,79392
36519,91046,22959
36520,40160,16027
36521,4228,43095
36522,66281,50432
36523,54468,20571
36524,17762,31864
36525,92775,27828
36526,82086,23707
36527,19358,52232
36528,56917,65459
36529,982,81452
36530,65556,40512
36531,83100,52618
36532,72191,55106
36533,6585,53254
36534,16351,52078
36535,19349,44911
36536,14182,27388
36537,33589,11262
36538,85351,28491
36539,82979,51156
36540,29479,99275
36541,1733,4824
36542,38110,29659
36543,24634,2820
36544,58686,5048
36545,98511,47387
36546,71260,7742
36547,43484,17381
36548,29512,82930
36549,64526,75185
36550,30277,80837
36551,1529,6033
36552,6343,64796
36553,55272,700
36554,92948,90063
36555,76486,1595
36556,30178,13362
36557,97897,12580
36558,66247,87788
36559,85433,20278
36560,237,18280
36561,50428,67581
36562,44791,86091
36563,87609,41534
36564,101631,34771
36565,50503,59022
36566,26825,8098
36567,54964,6236
36568,77082,27590
36569,93887,8377
36570,22068,2219
36571,65356,95405
36572,13801,35986
36573,16902,42787
36574,46923,21784
36575,39346,64207
36576,18599,73313
36577,85340,97248
36578,91817,31740
36579,56595,41405
36580,38457,9293
36581,55413,56709
36582,90518,44782
36583,1894,57989
36584,29069,51111
36585,53598,94409
36586,14402,61969
36587,45805,64801
36588,88196,19942
36589,41790,28243
36590,66265,37208
36591,42982,10721
36592,82582,81498
36593,90288,41709
36594,24809,86108
36595,58355,82151
36596,12868,23024
36597,43497,70958
36598,49516,1173
36599,16302,60456
36600,93332,43370
36601,20341,42002
36602,90014,69074
36603,71436,81672
36604,54126,1067
36605,63170,23222
36606,55109,65777
36607,95456,93087
36608,88603,49758
36609,96122,55449
36610,50725,66539
36611,75753,58353
36612,71740,91153
36613,32729,86283
36614,3823,51570
36615,36063,91969
36616,12175,34498
36617,92362,45334
36618,44617,831
36619,61875,40103
36620,7723,80828
36621,35749,43013
36622,87271,67090
36623,64810,81570
36624,81717,75356
36625,72886,37319
36626,57416,70534
36627,69772,89674
36628,12077,71185
36629,39237,33508
36630,59250,99157
36631,64343,87694
36632,38300,83380
36633,82123,64177
36634,15752,2239
36635,33612,39123
36636,95836,89346
36637,54829,51287
36638,82120,83751
36639,2422,47172
36640,98675,49941
36641,2869,75887
36642,88882,76501
36643,44253,49838
36644,20333,36290
36645,56615,68953
36646,47046,74262
36647,64818,28449
36648,55157,88383
36649,37213,43038
36650,48285,44744
36651,94504,95378
36652,35250,48550
36653,8356,63789
36654,35081,1692
36655,16489,34910
36656,81306,89468
36657,14585,32562
36658,42529,61766
36659,46359,37390
36660,33736,98089
36661,24004,72633
36662,86793,3742
36663,57592,91535
36664,51544,63770
36665,56687,60297
36666,50222,73031
36667,78887,5006
36668,28674,75012
36669,8463,14187
36670,69777,18433
36671,81469,29218
36672,87357,4813
36673,14112,37769
36674,59637,83393
36675,21429,95598
36676,51985,57208
36677,59405,88232
36678,64556,31951
36679,53179,53163
36680,3248,46460
36681,59292,26617
36682,98053,85857
36683,42401,37011
36684,48643,156
36685,54282,46258
36686,71098,50933
36687,94101,59643
36688,21085,70098
36689,7754,30976
36690,35350,55581
36691,56023,42123
36692,30710,59502
36693,16433,90284
36694,10002,9815
36695,61372,81267
36696,23224,69676
36697,21623,32261
36698,321,93019
36699,26875,15337
36700,88444,44214
36701,77464,36713
36702,42203,89339
36703,63748,73078
36704,55120,69636
36705,71606,27194
36706,77146,52575
36707,101188,28547
36708,89763,21229
36709,24062,24419
36710,26735,9349
36711,4791,8378
36712,11683,96588
36713,42248,8868
36714,1356,17995
36715,93031,83316
36716,84185,93692
36717,23162,27053
36718,45561,50989
36719,50008,90888
36720,33936,79263
36721,25628,90605
36722,74801,66264
36723,56852,54086
36724,93687,947
36725,58985,79688
36726,99463,61512
36727,3944,50860
36728,13347,43050
36729,28920,33178
36730,5640,59732
36731,2433,90371
36732,9074,43
36733,71663,45854
36734,95906,90564
36735,44407,18908
36736,97828,24395
36737,62846,85201
36738,22572,63201
36739,63922,70048
36740,11481,81720
36741,3638,59175
36742,73384,23332
36743,69469,8340
36744,14464,40873
36745,64555,69124
36746,61145,11912
36747,24561,17342
36748,50268,46770
36749,57676,77050
36750,42508,4387
36751,48677,47269
36752,36398,10088
36753,38937,795
36754,98111,1167
36755,5699,96214
36756,40128,49455
36757,67070,23934
36758,49543,53357
36759,96322,13047
36760,97454,27874
36761,10280,34660
36762,90165,21672
36763,20868,6143
36764,7813,92511
36765,26764,54712
36766,30155,82700
36767,71280,63670
36768,87769,98337
36769,49064,50761
36770,19878,56801
36771,31811,33932
36772,28898,61185
36773,43897,41872
36774,28777,90075
36775,27399,2186
36776,14120,28563
36777,24147,82723
36778,32504,36686
36779,49755,24302
36780,61922,44903
36781,84264,39836
36782,76121,89199
36783,77790,71812
36784,29025,2354
36785,66776,5771
36786,6877,19755
36787,100322,81001
36788,19964,61387
36789,86305,44361
36790,35485,55886
36791,75811,69920
36792,69879,73583
36793,2065,49602
36794,78142,46094
36795,50652,68698
36796,63642,39088
36797,45462,46045
36798,69148,31309
36799,10375,54538
36800,15585,37515
36801,17739,60923
36802,856,91316
36803,56438,19504
36804,75017,53471
36805,53617,77249
36806,70988,58023
36807,42449,83010
36808,41383,7328
36809,37299,25196
36810,77167,66941
36811,20233,57448
36812,58664,96977
36813,30329,87426
36814,28623,42733
36815,28546,38844
36816,24066,31380
36817,82691,80102
36818,71859,40058
36819,68804,56977
36820,11228,31360
36821,81013,80265
36822,56218,16250
36823,12103,39380
36824,21239,98494
36825,66315,70721
36826,77472,49869
36827,97493,5402
36828,57322,90219
36829,59579,72194
36830,89820,99108
36831,97193,83922
36832,53799,78994
36833,79609,16578
36834,55805,94918
36835,24520,82115
36836,86522,51669
36837,92210,27975
36838,98159,27105
36839,49267,22919
36840,55506,57057
36841,42433,68130
36842,14166,77008
36843,69886,57960
36844,85307,57741
36845,32440,27284
36846,46340,27886
36847,7550,78450
36848,99562,15262
36849,76681,83407
36850,30993,12391
36851,20561,32263
36852,80196,48028
36853,84015,36467
36854,41434,25246
36855,37834,92539
36856,36185,74288
36857,51569,75753
36858,45689,50197
36859,32471,61201
36860,68290,79034
36861,34890,32474
36862,34788,64350
36863,95865,60866
36864,16693,1326
36865,54413,86028
36866,91139,84847
36867,79548,95434
36868,66558,46901
36869,52260,7372
36870,84265,98893
36871,31191,75089
36872,26956,11448
36873,34246,55647
36874,55959,45808
36875,9147,80146
36876,24640,49519
36877,69669,93922
36878,91701,47127
36879,21928,8080
36880,59319,71963
36881,69702,13587
36882,34944,15507
36883,71978,41261
36884,93323,33712
36885,72279,15511
36886,83484,87771
36887,95326,61905
36888,36483,2704
36889,27996,81889
36890,43546,82859
36891,19155,33406
36892,7492,43286
36893,11440,41806
36894,48079,44283
36895,81956,38803
36896,30179,52566
36897,67737,94552
36898,67473,17606
36899,64525,37392
36900,17164,20858
36901,60300,29839
36902,81984,66606
36903,17042,36516
36904,32529,70814
36905,52936,43931
36906,2,20383
36907,56296,24492
36908,54371,2138
36909,82644,49178
36910,33051,20009
36911,34551,94694
36912,59872,25546
36913,1371,51744
36914,27360,48368
36915,86743,78208
36916,3593,35152
36917,59778,33001
36918,5501,71171
36919,33235,16433
36920,93902,88120
36921,18300,31977
36922,59073,31097
36923,64075,20543
36924,97344,73079
36925,41473,59015
36926,74866,86442
36927,97714,74157
36928,91377,8690
36929,89654,10441
36930,85550,47471
36931,19062,73293
36932,92416,98888
36933,87934,91834
36934,101808,18331
36935,99338,81834
36936,67089,51820
36937,24254,45312
36938,56231,88905
36939,35942,57341
36940,77810,65248
36941,69978,42476
36942,30949,40447
36943,39212,24090
36944,2892,17492
36945,48127,71645
36946,43105,36208
36947,51698,21603
36948,77901,9339
36949,67120,39482
36950,1653,43003
36951,821,36846
36952,75918,91305
36953,87521,3721
36954,53251,93054
36955,45021,26338
36956,71288,20459
36957,3490,88985
36958,58355,99151
36959,24506,84637
36960,97756,61182
36961,81046,86702
36962,15186,71077
36963,42212,34909
36964,96544,40302
36965,2757,20933
36966,37823,84802
36967,64286,9574
36968,41481,40449
36969,4679,90126
36970,11151,20401
36971,59941,26834
36972,89480,632
36973,75848,77758
36974,58208,53763
36975,2019,18234
36976,86788,9729
36977,50570,85091
36978,99213,49713
36979,1964,7263
36980,85517,95238
36981,99375,10275
36982,40164,13415
36983,99027,24874
36984,71128,15125
36985,22979,12982
36986,73346,43202
36987,20639,77923
36988,64813,79067
36989,8620,96691
36990,40596,12567
36991,89887,27934
36992,20020,79551
36993,35423,68818
36994,43439,57625
36995,22528,40413
36996,40347,20088
36997,14238,4401
36998,755,47377
36999,83313,67790
37000,76045,67635
37001,23483,72154
37002,57404,29048
37003,4137,78367
37004,79912,66002
37005,36696,6569
37006,94308,22055
37007,6806,84634
37008,82767,29195
37009,68194,32115
37010,6438,65668
37011,92608,20964
37012,6848,57685
37013,93130,52913
